sensor, -0.0076,-0.0057,0.0050
sensor, -0.0034,-0.0067,-0.0014
sensor, -0.0002,-0.0089,-0.0099
sensor, 0.0041,-0.0067,-0.0152
sensor, 0.0020,-0.0057,-0.0195
sensor, -0.0023,-0.0025,-0.0248
sensor, -0.0002,0.0018,-0.0227
sensor, -0.0055,-0.0003,-0.0163
sensor, -0.0130,-0.0014,-0.0088
sensor, -0.0151,-0.0067,0.0008
sensor, -0.0130,-0.0120,0.0061
sensor, -0.0076,-0.0142,0.0125
sensor, -0.0087,-0.0152,0.0189
sensor, -0.0087,-0.0120,0.0252
sensor, -0.0076,-0.0057,0.0252
sensor, -0.0034,-0.0003,0.0221
sensor, 0.0009,0.0018,0.0114
sensor, 0.0009,0.0039,-0.0024
sensor, -0.0023,-0.0014,-0.0131
sensor, 0.0030,0.0050,-0.0099
sensor, 0.0009,0.0103,-0.0014
sensor, -0.0044,-0.0014,-0.0003
sensor, -0.0034,-0.0014,-0.0024
sensor, -0.0023,0.0029,-0.0024
sensor, -0.0066,-0.0014,0.0029
sensor, -0.0055,-0.0046,0.0135
sensor, -0.0066,-0.0057,0.0252
sensor, -0.0076,0.0007,0.0327
sensor, -0.0087,-0.0046,0.0316
sensor, -0.0055,-0.0089,0.0189
sensor, -0.0002,-0.0057,-0.0014
sensor, 0.0030,-0.0025,-0.0131
sensor, 0.0009,-0.0025,-0.0142
sensor, -0.0044,-0.0057,-0.0120
sensor, -0.0055,-0.0003,-0.0035
sensor, -0.0076,0.0007,0.0071
sensor, -0.0087,0.0018,0.0071
sensor, -0.0023,-0.0003,0.0029
sensor, 0.0020,-0.0025,-0.0024
sensor, 0.0020,-0.0014,-0.0035
sensor, -0.0012,-0.0057,0.0039
sensor, -0.0087,-0.0067,0.0103
sensor, -0.0108,-0.0057,0.0178
sensor, -0.0098,-0.0057,0.0189
sensor, -0.0087,0.0007,0.0114
sensor, 0.0009,0.0029,-0.0014
sensor, 0.0094,0.0039,-0.0088
sensor, 0.0105,0.0029,-0.0142
sensor, 0.0062,-0.0057,-0.0110
sensor, 0.0020,-0.0014,0.0008
sensor, -0.0044,-0.0003,0.0103
sensor, -0.0087,-0.0099,0.0082
sensor, -0.0044,-0.0120,0.0050
sensor, 0.0030,-0.0057,0.0050
sensor, 0.0020,-0.0089,0.0050
sensor, 0.0030,-0.0067,0.0029
sensor, 0.0041,-0.0025,0.0061
sensor, -0.0023,-0.0035,0.0114
sensor, -0.0066,-0.0014,0.0125
sensor, -0.0087,-0.0025,0.0071
sensor, -0.0055,-0.0067,-0.0078
sensor, -0.0002,-0.0035,-0.0163
sensor, 0.0030,-0.0067,-0.0174
sensor, 0.0020,-0.0078,-0.0131
